STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MDPR,Measurement Flag,Quality Flag,Source Flag,Time of Observation,MDSF,Measurement Flag,Quality Flag,Source Flag,Time of Observation,DAPR,Measurement Flag,Quality Flag,Source Flag,Time of Observation,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TOBS,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT05,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT11,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT03,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071109,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,167, , ,0,0800,-128, , ,0,0800,-72, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071110,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,150, , ,0,0800,-89, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071111,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,144, , ,0,0800,-117, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071112,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,139, , ,0,0800,-94, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071113,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,144, , ,0,0800,-111, , ,0,0800,-89, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071114,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,167, , ,0,0800,-89, , ,0,0800,-44, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071115,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,139, , ,0,0800,-133, , ,0,0800,-100, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071116,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,156, , ,0,0800,-122, , ,0,0800,-100, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071117,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,150, , ,0,0800,-94, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071118,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,128, , ,0,0800,-106, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071119,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,156, , ,0,0800,-133, , ,0,0800,-94, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071120,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,172, , ,0,0800,-128, , ,0,0800,-117, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071121,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,139, , ,0,0800,-117, , ,0,0800,-50, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071122,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,67, , ,0,0800,-194, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071123,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,39, , ,0,0800,-156, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071124,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,22, , ,0,0800,-233, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071125,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,-9999, , , ,9999,0,P, ,0,9999,17, , ,0,0800,-211, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071126,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,58, , ,0,0800,25, , ,0,9999,30, , ,0,9999,67, , ,0,0800,-178, , ,0,0800,-117, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071127,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,T, ,0,9999,0,P, ,0,9999,50, , ,0,0800,-211, , ,0,0800,-189, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071128,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,78, , ,0,0800,-189, , ,0,0800,-28, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071129,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,0,P, ,0,9999,0,P, ,0,9999,33, , ,0,0800,-189, , ,0,0800,-183, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071130,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,381, , ,0,0800,279, , ,0,9999,269, , ,0,9999,100, , ,0,0800,-183, , ,0,0800,-78, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071201,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,51, , ,0,0800,305, , ,0,9999,30, , ,0,9999,33, , ,0,0800,-78, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071202,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,28, , ,0,0800,-144, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071203,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,254, , ,0,9999,0,P, ,0,9999,-6, , ,0,0800,-233, , ,0,0800,-200, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071204,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,203, , ,0,9999,0,P, ,0,9999,-61, , ,0,0800,-206, , ,0,0800,-178, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071205,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,203, , ,0,9999,0,P, ,0,9999,-22, , ,0,0800,-183, , ,0,0800,-156, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071206,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,T, ,0,0800,203, , ,0,9999,0,T, ,0,9999,0, , ,0,0800,-183, , ,0,0800,-44, ,I,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071207,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,33, , ,0,0800,-17, ,I,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071208,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,17, , ,0,0800,-217, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071209,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-67, , ,0,0800,-228, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071210,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,432, , ,0,9999,229, , ,0,9999,-111, , ,0,0800,-128, , ,0,0800,-111, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071211,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-56, , ,0,0800,-178, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071212,305, , ,0,9999,66, , ,0,9999,6, , ,0,9999,-9999, , , ,9999,483, , ,0,9999,-9999, , , ,9999,-150, , ,0,0800,-267, , ,0,0800,-261, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071213,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,457, , ,0,9999,0,P, ,0,9999,-111, , ,0,0800,-283, , ,0,0800,-239, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071214,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,457, , ,0,9999,0,P, ,0,9999,-117, , ,0,0800,-306, , ,0,0800,-272, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071215,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-122, , ,0,0800,-311, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071216,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-133, , ,0,0800,-322, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071217,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,406, , ,0,9999,0,P, ,0,9999,-111, , ,0,0800,-328, , ,0,0800,-294, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071218,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,381, , ,0,9999,0,P, ,0,9999,-106, , ,0,0800,-294, , ,0,0800,-267, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071219,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,356, , ,0,9999,0,P, ,0,9999,-72, , ,0,0800,-272, , ,0,0800,-244, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071220,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,356, , ,0,9999,0,P, ,0,9999,-72, , ,0,0800,-261, , ,0,0800,-250, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071221,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,356, , ,0,9999,0,P, ,0,9999,-67, , ,0,0800,-250, , ,0,0800,-150, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071222,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-11, , ,0,0800,-267, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071223,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-22, , ,0,0800,-261, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071224,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0, , ,0,9999,-50, , ,0,0800,-233, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071225,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-33, , ,0,0800,-328, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071226,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,356, , ,0,9999,0,P, ,0,9999,-178, , ,0,0800,-317, , ,0,0800,-300, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071227,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,T, ,0,0800,356, , ,0,9999,0,T, ,0,9999,-133, , ,0,0800,-317, , ,0,0800,-217, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071228,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0, , ,0,0800,356, , ,0,9999,0,P, ,0,9999,-94, , ,0,0800,6, ,I,0,0800,-11, ,I,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071229,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-150, , ,0,0800,-361, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071230,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-33, , ,0,0800,-267, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20071231,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-94, , ,0,0800,-367, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080101,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-144, , ,0,0800,-339, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080102,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,330, , ,0,9999,0,P, ,0,9999,-33, , ,0,0800,-367, , ,0,0800,-300, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080103,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,330, , ,0,9999,0,P, ,0,9999,-94, , ,0,0800,-306, , ,0,0800,-244, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080104,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,330, , ,0,9999,0,P, ,0,9999,-44, , ,0,0800,-250, , ,0,0800,-122, ,I,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080105,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,17, , ,0,0800,-56, ,I,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080106,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,17, , ,0,0800,-117, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080107,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,15, , ,0,0800,406, , ,0,9999,71, , ,0,9999,44, , ,0,0800,-122, , ,0,0800,-89, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080108,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,8, , ,0,0800,432, , ,0,9999,20, , ,0,9999,-39, , ,0,0800,-261, , ,0,0800,-239, ,I,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080109,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,432, , ,0,9999,0,T, ,0,9999,-78, , ,0,0800,-200, ,I,0,0800,-150, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080110,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,432, , ,0,9999,0,P, ,0,9999,0, , ,0,0800,-278, , ,0,0800,-278, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080111,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,432, , ,0,9999,0,P, ,0,9999,-89, , ,0,0800,-283, , ,0,0800,-233, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080112,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-11, , ,0,0800,-272, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080113,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,-9999, , , ,9999,0,P, ,0,9999,-61, , ,0,0800,-339, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080114,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,406, , ,0,9999,0,P, ,0,9999,-11, , ,0,0800,-328, , ,0,0800,-306, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080115,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,406, , ,0,9999,0,P, ,0,9999,-100, , ,0,0800,-322, , ,0,0800,-294, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080116,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,406, , ,0,9999,0,P, ,0,9999,-89, , ,0,0800,-300, , ,0,0800,-178, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00051948,CREEDE WATER TREATMENT CO US,2628.6,37.8255,-106.9319,20080117,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,0,P, ,0,0800,406, , ,0,9999,0,P, ,0,9999,-106, , ,0,0800,-389, , ,0,0800,-361, , ,0,0800,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
